,Title,Price,Brand,Model,Reg_Date,Km,Condition,Capacity,Type,Location
9990,"  Abela Fi-TP9chủ#Nozza,Lead,Cuxi,Venus,Vision,Click",15.800.000 đ ,SYM,Elizabeth,2019,15957,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh"
9991,  Honda Cb 400 độ full tracker đẹp,27.000.000 đ ,Honda,CB,1999,15000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
9992,  XM HoàngNam:Airblade 125fi máy zin b vip29g/246..,24.000.000 đ ,Honda,Air Blade,2013,18000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
9993,  WINNER 2017 ODO THẤP NGUYÊN ZIN ĐẸP LONG LANH,22.500.000 đ ,Honda,Winner,2017,22000,Đã sử dụng,Dưới 50 cc,Tay côn/Moto,"Thị trấn Mỹ Luông, Huyện Chợ Mới, An Giang"
9994,  Liberty 125 ie 2012 chính chủ xe đẹp như mới,14.000.000 đ ,Piaggio,Liberty,2012,15000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
9995,  Sirius 50cc 2019 chính chủ,7.500.000 đ ,Hãng khác,Dòng khác,2011,25,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"
9996,  yamaha sirius Fi phun xăng điện tử 2015,8.300.000 đ ,Yamaha,Sirius,2015,556556,Đã sử dụng,Dưới 50 cc,Xe số,"Phường Bà Triệu, Thành phố Nam Định, Nam Định"
9997, ,,,,,,,,,
9998,  wave A 2011-nguyên zin,8.500.000 đ ,Honda,Wave,2011,24000,Đã sử dụng,50 - 100 cc,Xe số,"Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh"
9999,  HONDA AIRBLADE 125 ĐEN KHÓA SMARKEY 2022,29.500.000 đ ,Honda,Air Blade,2022,2100,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10000,  🇻🇳 XE JUPITER GRAVITA BS 76 ĐK 2011,6.200.000 đ ,Yamaha,Sirius,2010,12345,Đã sử dụng,100 - 175 cc,Xe số,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
10001,  ban xe honda LED biển TP chính chủ,29.000.000 đ ,Honda,Lead,2018,23000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh"
10002,  sprint 125 abs động cơ iget,55.000.000 đ ,Piaggio,Sprint,2017,7000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
10003,  Janus 2023 bản Full khoá điện(3 ngàn Km),27.800.000 đ ,Yamaha,Janus,2023,4000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Khánh Xuân, Thành phố Buôn Ma Thuột, Đắk Lắk"
10004,  Dylan 150cc xe nhập Ý bstp chính chủ xe đẹp,15.800.000 đ ,Honda,Dylan,2004,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh"
10005,  Yamaha Exciter 2016 Chính Chủ,19.800.000 đ ,Yamaha,Exciter,2016,8888,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Đường Số 42, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10006,  Xe r15v3 2019 đen,43.000.000 đ ,Yamaha,Dòng khác,2019,10000,Đã sử dụng,50 - 100 cc,Xe số,"Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh"
10007,  Janus 2018 khóa ga rin 95%. dc 384 ngô quyền,23.000.000 đ ,Yamaha,Janus,2018,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"
10008,  honda SH 125 cbs màu đỏ biển hà nội,69.500.000 đ ,Honda,SH,2017,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
10009,  Winner 2019 biển 73 giá 24 triệu 500 có trả góp kể,24.500.000 đ ,Honda,Winner,2019,1,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
10010,"  bán xe vision đk 2021 phiên bản đặc biệt,xe cọp",31.000.000 đ ,Honda,Vision,2021,7000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh"
10011,  Ex 150 Pxl Up Led 2019 Kiểng Touring Giá Tốt,25.800.000 đ ,Yamaha,Exciter,2017,397989,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10012,  elegant 50 2018 Bán hay đổi xe CÓ BÁN GÓP,9.500.000 đ ,SYM,Elegant,2018,10,Đã sử dụng,50 - 100 cc,Xe số,"Xã Tây Hoà, Huyện Trảng Bom, Đồng Nai"
10013,  bán nhanh chiếc xe lead như hình,19.000.000 đ ,Honda,Lead,2017,15000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"
10014,"  Jupiter fi,phun xăng điện tử 2k19,cực mới .13.5tr",13.500.000 đ ,Yamaha,Jupiter,2019,8000,Đã sử dụng,50 - 100 cc,Xe số,"Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
10015, ,,,,,,,,,
10016,  Thanh lý Janus 2017 Máy zin chất,16.800.000 đ ,Yamaha,Janus,2017,19000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh"
10017,  Bán Sirius Fi Mâm đĩa bstp,8.500.000 đ ,Yamaha,Sirius,2015,30000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10018,  Exciter 150 65zz bstp chính chủ,45.000.000 đ ,Yamaha,Exciter,2019,12318,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường 10, Quận 11, Tp Hồ Chí Minh"
10019,  𝐗𝐄 𝐌Á𝐘 𝐓𝐇𝐀𝐍𝐇 𝐓Ù𝐍𝐆_WAVE RSX FI MÀU NHÁM MỚI 2022,16.600.000 đ ,Honda,Wave,2021,268,Đã sử dụng,100 - 175 cc,Xe số,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10020,  Liberty việt 125 ie biển hà nội 2015,8.000.000 đ ,Piaggio,Liberty,2015,3000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10021,  Sirius fi 2019 biển 18 nam định,12.500.000 đ ,Yamaha,Sirius,2019,28000,Đã sử dụng,100 - 175 cc,Xe số,"Dịch vụ 4 Hàng Bè, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
10022,  ❤Exciter 135 2014 Xe zin bstp 9chủ hỗ trợ góp,17.900.000 đ ,Yamaha,Exciter,2014,40000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường 9, Quận 11, Tp Hồ Chí Minh"
10023,  bÁN XE u 2 up wave 125 fi,36.500.000 đ ,Honda,Wave,2006,2,Đã sử dụng,50 - 100 cc,Xe số,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10024,  Honda Vision smartkey cuối 2019 rất đẹp chính chủ.,24.500.000 đ ,Honda,Vision,2020,23456,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10025,  NVX 155 ABS biển 95 giấy trắng công chứng ngay chu,14.200.000 đ ,Yamaha,Nvx,2017,28000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh"
10026,  Ex 150 Zin Up Led 2019 Kiểng New Giá Tốt,25.800.000 đ ,Yamaha,Exciter,2016,397989,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10027,  Wave zx xe đẹp nguyên zin biển hà nộ,16.800.000 đ ,Honda,Wave,2005,160000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
10028,  Future 2019 xe zin,28.000.000 đ ,Honda,Future,2019,31000,Đã sử dụng,50 - 100 cc,Xe số,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh"
10029,  👉Bán xe HONDA VARIO 150.2021 xanh đen. Xe đẹp chín,44.500.000 đ ,Honda,Vario,2021,7979,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk"
10030,"  Bán xe Dream MAJESTY HQ,cavet hợp lệ",3.600.000 đ ,Hãng khác,Dòng khác,2004,7979,Đã sử dụng,50 - 100 cc,Xe số,"Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh"
10031,  Honda Wave Alpha Up ZX Full New Biển Đẹp Sảnh 1234,56.500.000 đ ,Honda,Wave,2004,30000,Đã sử dụng,50 - 100 cc,Xe số,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10032,  Bán honda zoomer X 110,56.000.000 đ ,Honda,Dòng khác,2019,12000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10033,  Elizabeth xe đi chợ,2.000.000 đ ,SYM,Attila,2011,3689,Đã sử dụng,100 - 175 cc,Tay ga,"149 Lạc Long Quân Phường 1 Quận 11, Phường 1, Quận 11, Tp Hồ Chí Minh"
10034,  Yamaha Jupiter 2006,8.500.000 đ ,Yamaha,Jupiter,2006,25555,Đã sử dụng,100 - 175 cc,Xe số,"Xã Dũng Tiến, Huyện Vĩnh Bảo, Hải Phòng"
10035,  sh mode ( Hỗ trợ góp ngân hàng,45.500.000 đ ,Honda,SH Mode,2017,17000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh"
10036,  Exiter 135 Đời 2014 chính chủ,17.800.000 đ ,Yamaha,Exciter,2014,10000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường Thới An, Quận 12, Tp Hồ Chí Minh"
10037,  𝐗𝐄 𝐌Á𝐘 𝐓𝐇𝐀𝐍𝐇 𝐓Ù𝐍𝐆_HONDA SH VIỆT 125 CBS ĐỎ 221LƯỚT,76.800.000 đ ,Honda,SH,2022,2220,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10038,"  Wave RSX còn đẹp zin hết. BTP, Chính chủ",8.500.000 đ ,Honda,Wave,2013,50688,Đã sử dụng,100 - 175 cc,Xe số,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh"
10039,  PIAGGIO LIBETRY 125IE TRẮNG BIỂN 29,7.500.000 đ ,Piaggio,Liberty,2013,2500,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10040,  🍎yamaha nouvo Lx Bs 43,6.500.000 đ ,Yamaha,Nouvo,2011,12,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
10041,  Xe như hình a e cần alo,4.500.000 đ ,Suzuki,Hayate,2008,70000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Thành phố Vĩnh Long, Vĩnh Long"
10042,  bán xe Novor 5. máy zin êm. bs Thành phố,9.800.000 đ ,Yamaha,Nouvo,2013,5132,Đã sử dụng,100 - 175 cc,Tay ga,"Phường An Bình, Thành phố Dĩ An, Bình Dương"
10043,  neo kim 2009 xe may zin az xe chuẩn ngay chủ bs 83,35.000.000 đ ,Honda,Future,2009,29000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Hiệp Lợi, Thành phố Ngã Bảy, Hậu Giang"
10044,  [XE CHUẨN] Air Blade 2016 ĐEN NHÁM Limited🌸FULL ĐỒ,21.700.000 đ ,Honda,Air Blade,2016,13500,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
10045,  Ka wa sak i,2.700.000 đ ,Kawasaki,Kawasaki,2000,20,Đã sử dụng,50 - 100 cc,Xe số,"Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh"
10046,  PS 150cc xe nhập Ý bstp chính chủ xe đẹp,28.800.000 đ ,Honda,PS,2008,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh"
10047,  HONDA FUTURE 125 FI KIM PHUN ĐIỆN TỬ MÀU XÁM ĐEN,12.800.000 đ ,Honda,Future,2020,3500,Đã sử dụng,100 - 175 cc,Xe số,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10048,"  Bán xe airblade cũ, biển số thành phố đẹp",10.500.000 đ ,Honda,Air Blade,2007,51098,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10049,  VISION FI.BS 83.CHỦ PHỐ.XE ZIN ĐẸP ÍT ĐI.CÓ GÓP,25.200.000 đ ,Honda,Vision,2019,11000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 2, Thành phố Sóc Trăng, Sóc Trăng"
10050,"  Yamaha r15 v1 đời 2011 đúng rin,tỷ đẹp",32.000.000 đ ,Yamaha,Dòng khác,2011,10000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
10051,  Arcuzo mua 2019 mới 99% zin 100% vỏ còn zin theoxe,21.000.000 đ ,Yamaha,Acruzo,2019,15000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường 3, Quận 8, Tp Hồ Chí Minh"
10052,  Honda Wave Rs 100cc bstp xe đẹp máy siêu chất,10.900.000 đ ,Honda,Wave,2006,71,Đã sử dụng,100 - 175 cc,Xe số,"Phường Thới An, Quận 12, Tp Hồ Chí Minh"
10053,  AIRBLADE 125 ĐÈN LED MÀU TRẮNG 2019,22.800.000 đ ,Honda,Air Blade,2019,6000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
10054,  Sirus 50cc dọn kiểng bs70,6.800.000 đ ,Yamaha,Sirius,2010,36000,Đã sử dụng,50 - 100 cc,Xe số,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh"
10055,  ❤️Honda Lead125cc. BSTP 9chủ. Xe đẹp. Máy gin GÓP,23.600.000 đ ,Honda,Lead,2013,12345,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 9, Quận 8, Tp Hồ Chí Minh"
10056,  VESPA TUẤN ANH: vespa đen nhám máy chất bảo hành,24.500.000 đ ,Piaggio,Vespa,2012,220000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội"
10057,  msx biển 43 nguyên zin có hỗ trợ góp,29.500.000 đ ,Honda,MSX 125,2019,12345,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"166 Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
10058,  sh mode 2017 khoá simitcay,42.200.000 đ ,Honda,SH Mode,2017,27000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh"
10059,"  Exciter 150, đk 2018. Gtđđ, 09c.bs 67.",18.200.000 đ ,Yamaha,Exciter,2018,40000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường Bình Hòa, Thành phố Thuận An, Bình Dương"
10060,  Vespa super cổ 1966 còn rất đẹp,33.000.000 đ ,Piaggio,Vespa,trước năm 1980,4567,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh"
10061,"  HONDA WINNER X ABS, CUỐI 2020, 0DO: 9.000KM, ZIN",25.000.000 đ ,Honda,Winner X,2020,9000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Khu Nhà Ở Hoàng Hảo, Phường 5, Thành phố Vĩnh Long, Vĩnh Long"
10062,  Honda lead chính chủ đời cao zin đẹp mê ly,22.800.000 đ ,Honda,Lead,2016,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng"
10063,  vissson zin đẹp,19.300.000 đ ,Honda,Vision,2016,16680,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh"
10064,  BÁN CUP 50 KHÔNG CẦN BẰNG LÁI. ĐỀ ĐIỆN.,8.500.000 đ ,Hãng khác,Dòng khác,2018,20000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Thị trấn Hà Lam, Huyện Thăng Bình, Quảng Nam"
10065,  Fz 150 bstp bst đủ màu,27.500.000 đ ,Yamaha,FZ,2015,20000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh"
10066,  Bán xe Janus Yamaha trắng chính chủ,17.000.000 đ ,Yamaha,Janus,2018,400000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh"
10067,  Yamaha Sirius rc2020 mới 90% biển số 60,13.000.000 đ ,Yamaha,Sirius,2020,5,Đã sử dụng,100 - 175 cc,Xe số,"523 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
10068,"  HONDA PCX 150, BS 66/9 CHỦ BÁN",55.800.000 đ ,Honda,PCX,2019,6800,Đã sử dụng,100 - 175 cc,Tay ga,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10069,  Xe Wave,15.500.000 đ ,Honda,Wave,2018,15000,Đã sử dụng,100 - 175 cc,Xe số,"1030 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
10070,  Fz 150 bstp bst đủ màu,27.500.000 đ ,Yamaha,FZ,2015,20000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh"
10071,  Bán xe Janus Yamaha trắng chính chủ,17.000.000 đ ,Yamaha,Janus,2018,400000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh"
10072,  Yamaha Sirius rc2020 mới 90% biển số 60,13.000.000 đ ,Yamaha,Sirius,2020,5,Đã sử dụng,100 - 175 cc,Xe số,"523 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
10073,"  HONDA PCX 150, BS 66/9 CHỦ BÁN",55.800.000 đ ,Honda,PCX,2019,6800,Đã sử dụng,100 - 175 cc,Tay ga,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
10074,  Xe Wave,15.500.000 đ ,Honda,Wave,2018,15000,Đã sử dụng,100 - 175 cc,Xe số,"1030 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
10075,  Vission 214 máy chất. Xe đẹp. an ninh chuẩn12.5 tr,12.500.000 đ ,Honda,Vision,2014,180000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
10076,  wave s biển số tp máy zin êm- có hỗ trợ trả góp,8.800.000 đ ,Honda,Wave,2012,30,Đã sử dụng,50 - 100 cc,Xe số,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
10077,  ✅✅✅ Supper GTS 125cc. 4Van.BSTP Cực vip.Chính Chủ,55.500.000 đ ,Piaggio,Vespa,2013,30,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh"
10078,  cub 81,5.800.000 đ ,Honda,Cub,1999,12345,Đã sử dụng,50 - 100 cc,Xe số,"Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai"
10079,  YAMAHA FZ 150 ĐỎ NGUYÊN BẢN MỚI 98%,14.500.000 đ ,Yamaha,FZ,2018,2100,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10080,  RSX 110Fi biển 29 .Đủ giấy tờ 10.500,10.500.000 đ ,Honda,Wave,2016,180000,Đã sử dụng,50 - 100 cc,Xe số,"Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
10081,  Xe Lead 2011 zin 9 chủ,10.500.000 đ ,Honda,Lead,2012,123,Đã sử dụng,Trên 175 cc,Tay ga,"Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu"
10082,  Siêu Phẩm Exciter 150 Đen nhám 2019 chính chủ mới,19.600.000 đ ,Yamaha,Exciter,2019,70000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội"
10083,  🆘 exciter 1s9.. up 210. exciter 4số. exciter ctd,24.800.000 đ ,Yamaha,Exciter,2010,1,Đã sử dụng,100 - 175 cc,Xe số,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
10084,"  Nozza-9chủ bán#Luvias,Click,Lead,Vision,Scoopy",11.300.000 đ ,Yamaha,Nozza,2012,25282,Đã sử dụng,100 - 175 cc,Tay ga,"Hẻm 71 Cô Bắc Phường Cô Giang Q1., Phường Cô Giang, Quận 1, Tp Hồ Chí Minh"
10085,  HonDa Future X 2010 zin chính chủ bslong an đẹp9nú,34.500.000 đ ,Honda,Future,2010,38000,Đã sử dụng,50 - 100 cc,Xe số,"Phường 2, Quận 11, Tp Hồ Chí Minh"
10086,  vespa sprint S125 abs cuối 2019 xe 1 đời chủ bán,63.800.000 đ ,Piaggio,Sprint,2019,12000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
10087,"  Bán xe dream kiểng, xe nhà ít sử dụng, đủ giấy tờ",4.800.000 đ ,Honda,Dream,2010,2000,Đã sử dụng,50 - 100 cc,Xe số,"C4/2c, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh"
10088,  chính chủ bán yamaha r15 v3 2021,41.000.000 đ ,Yamaha,R,2021,120000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"130 Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh"
10089,  XM HoàngNam: Lead 125fi be 2015 cực chất zin 100%,26.500.000 đ ,Honda,Lead,2015,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
10090,  HONDA WAVE A 110 TRẮNG NGUYÊN BẢN 2021,12.500.000 đ ,Honda,Wave,2021,3500,Đã sử dụng,100 - 175 cc,Xe số,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10091,  VESPA LX 150CC 3VAL BIỂN ĐẸP CHÍNH CHỦ UP SPORTY,25.000.000 đ ,Piaggio,Vespa,2014,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 14, Quận Tân Bình, Tp Hồ Chí Minh"
10092,  Honda Airblade 110 đời 2009 xe rất đẹp,11.000.000 đ ,Honda,Vision,2009,15000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
10093,  SH 150 2017 ABS,78.500.000 đ ,Honda,SH,2018,17000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Phú Tân, Thành phố Bến Tre, Bến Tre"
10094,  Sh300i Hstc 2019 Chống Trượt mới 99%,258.000.000 đ ,Honda,SH,2019,1800,Đã sử dụng,Trên 175 cc,Tay ga,"Phường 14, Quận Tân Bình, Tp Hồ Chí Minh"
10095,  vespa Lx nguyên bản,5.800.000 đ ,Piaggio,Vespa,2013,545454,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Bà Triệu, Thành phố Nam Định, Nam Định"
10096, ,,,,,,,,,
10097,  HONDA SH 150I ĐỎ MÁY NGUYÊN BIỂN 30,29.000.000 đ ,Honda,SH,2011,2300,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
10098,  Hàng sưu tầm hiếm có Lambretta 150 sêri 2 vè bầu,159.000.000 đ ,Lambretta,Dòng khác,trước năm 1980,4567,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh"
10099,  🇻🇳 wave LIFAN DỌN MỚI KENG BS 43 MÁY FULL 110CC,5.700.000 đ ,Honda,Wave,2017,13579,Đã sử dụng,Dưới 50 cc,Xe số,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
10100,  chính chủ bán,17.800.000 đ ,Honda,Air Blade,2010,38000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh"
10101,  Xe Sym elite 50cc odo 23000,11.500.000 đ ,SYM,Elite,2018,230000,Đã sử dụng,Dưới 50 cc,Tay ga,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ"
10102,"  Sh300i xe gia đình sử dụg.Cavet 1 chủ,full cattalo",159.000.000 đ ,Honda,SH,2016,15000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường 6, Quận 4, Tp Hồ Chí Minh"
10103,  Xe gravita đỏ kiếm đời cao zin đẹp mê ly,12.500.000 đ ,Yamaha,Jupiter,2010,20000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng"
10104,  Xe Sirius FI 2015 bản số 84,8.600.000 đ ,Yamaha,Sirius,2015,12368,Đã sử dụng,100 - 175 cc,Xe số,"120/4q, Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh"
10105,  Anpha đầu Et zin 2003,22.500.000 đ ,Honda,Wave,2003,6883,Đã sử dụng,50 - 100 cc,Xe số,"Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai"
10106,  Vesspa 2018 Abs -Iget một chủ,55.500.000 đ ,Piaggio,Vespa,2018,8888,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Khánh Xuân, Thành phố Buôn Ma Thuột, Đắk Lắk"
10107,  ab xe đẹp biển đẹp 33233 khoá msk,26.500.000 đ ,Honda,Air Blade,2013,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 14, Quận 11, Tp Hồ Chí Minh"
10108,  Sprint  sản xuất 2015 xe đẹp như mới,36.800.000 đ ,Piaggio,Sprint,2015,8000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Khâm Thiên, Quận Đống Đa, Hà Nội"
10109,  kẹt tiền bán janus dk 2020 khoá smk zin chính chủ,20.800.000 đ ,Yamaha,Janus,2020,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh"
