,Title,Price,Brand,Model,Reg_Date,Km,Condition,Capacity,Type,Location
3347,  SH 150i 2013 Full áo Ý bstp 9chủ xe đẹp bs đẹp.,61.800.000 đ ,Honda,SH,2013,13000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3348,"  DRAEM LD, XE CÒN ZIN, MÁY RẤT ÊM CAVET HỢP LỆ",4.200.000 đ ,Hãng khác,Dòng khác,2005,14,Đã sử dụng,100 - 175 cc,Xe số,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3349,  winner biển hà nội cam kết máy zin chất,18.700.000 đ ,Honda,Winner,2018,8000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
3350,"  Ex 135cc máy êm ru,bs vũng tàu",14.800.000 đ ,Yamaha,Exciter,2013,123,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương"
3351,  🌈AB 125 2022 LIKE NEW BSVIP 07979,86.000.000 đ ,Honda,Air Blade,2022,600,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3352,  AB Fi 2009 bstp 9chủ xe cực đẹp máy bao zin ngon,18.800.000 đ ,Honda,Air Blade,2009,30000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3353,  Vespa Lx 125 ie full xăng xám xi măng chính chủ,18.000.000 đ ,Piaggio,Vespa,2013,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh"
3354,  Moto Rebel Phonics 170cc 2014 đỏ nhà SD kỹ31000km,27.700.000 đ ,RebelUSA,CBR,2014,31000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
3355,  AB máy zin.bs bình Phước.góp 0₫,19.800.000 đ ,Honda,Air Blade,2014,23,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương"
3356,"  Cub❄️Honda Kiểng 💐50cc đi học,bstp50PA",5.200.000 đ ,Honda,Cub,1991,8989,Đã sử dụng,Dưới 50 cc,Xe số,"Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh"
3357,  Supper dream 205 chính chủ,21.800.000 đ ,Honda,Dream,2005,20000,Đã sử dụng,100 - 175 cc,Xe số,"Phường 13, Quận 4, Tp Hồ Chí Minh"
3358,  bán exciter nhập MXKing 150cc,23.500 đ ,Yamaha,Exciter,2018,2500,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Xã Trường Hòa, Huyện Hòa Thành, Tây Ninh"
3359,  ✅PINK✅ Wave Blade 2021 bstp 9 chủ 🌈Góp Đậu 100%🌈,16.900.000 đ ,Honda,Wave,2021,1,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh"
3360,  honda ab nguyên rin biển 43 cực đẹp,15.500.000 đ ,Honda,Air Blade,2012,123,Đã sử dụng,100 - 175 cc,Xe số,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
3361,  Honda Air Blade 125 2015 bstp xe đẹp êm máy chất,25.500.000 đ ,Honda,Air Blade,2015,12345,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh"
3362,  SH vn mẫu ý 2012 bstp 9chủ sm 501 đầu chao bao zin,107.500.000 đ ,Honda,SH,2012,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3363,  ✅ SCOOPY 2022 BS 43G1 KHOÁ BẾP GA CÓ TRẢ GÓP,49.500.000 đ ,Honda,Scoopy,2022,1,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
3364,  Ab biển tp khoá thông có bán hỗ trợ góp,30.500.000 đ ,Honda,Air Blade,2017,17890,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3365,  Bán future mập bstp chính chủ ký giấy,14.800.000 đ ,Honda,Future,2013,25000,Đã sử dụng,100 - 175 cc,Xe số,"Hẻm 361 Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh"
3366,  Honda Lead 125cc - BSTP Xe Đẹp,24.800.000 đ ,Honda,Lead,2014,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
3367,  Honda Airblade 110cc hỗ trợ góp 0₫,12.500.000 đ ,Honda,Air Blade,2007,33333,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh"
3368,"  Dream Tq như hình , Gtdd bs 72 , Máy 110 mới làm",7.800.000 đ ,Honda,Dream,2019,185580,Đã sử dụng,100 - 175 cc,Xe số,"Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương"
3369,  Yamaha NVX 155 ABS bao sang tên chính chủ 19-30tr,20.000.000 đ ,Yamaha,Nvx,2020,2000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3370,  Yamaha NVX 155 ABS bao sang tên chính chủ 19-30tr,20.000.000 đ ,Yamaha,Nvx,2020,2000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3371,  Click bstp lên full thái kiếng,13.200.000 đ ,Honda,Click,2008,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3372,  Sirius nhập Thái chưa nhấc đầu,6.300.000 đ ,Yamaha,Sirius,2002,53263,Đã sử dụng,100 - 175 cc,Xe số,"Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh"
3373,  SH 125 Nguyên Bản 2013 Trắng _Bảo Hành Máy 2 Năm✅,48.000.000 đ ,Honda,SH,2013,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dương Nội, Quận Hà Đông, Hà Nội"
3374,"  vison 2021 xe bstp ,khoa smk , bán 32tr500",32.500.000 đ ,Honda,Vision,2021,7000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 5, Quận 11, Tp Hồ Chí Minh"
3375,  HONDA FUMA CÒN MỚI KENG,5.500.000 đ ,Honda,Monkey,2009,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
3376,  Honda air blade 2014 mới 90% Biển số 63,17.000.000 đ ,Honda,Air Blade,2014,5,Đã sử dụng,100 - 175 cc,Tay ga,"523 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3377,  XM HN: Lx 125 Việt Nam! khoá từ 2011 cực chất,11.000.000 đ ,Piaggio,LX,2011,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3378,  Wave110 dk 2022 xe keng đẹp chính chủ,17.900.000 đ ,Honda,Wave,2022,11000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh"
3379,  Xe exciter 150 chính chủ,22.500.000 đ ,Yamaha,Exciter,2016,12000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 6, Thành phố Bến Tre, Bến Tre"
3380,  Vision 2020 chứng minh chủ,24.500.000 đ ,Honda,Vision,2020,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh"
3381,  EXCITER 150cc HỔ TRỢ TRẢ GÓP K CẦN TRẢ TRƯỚC,21.500.000 đ ,Yamaha,Exciter,2016,1,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3382,  đổi xe khác nên bán,35.300.000 đ ,Honda,Vario,2020,15000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3383,  Siêu Phẩm Winner V1 chính chủ Biển 29 mới 99%,18.800.000 đ ,Honda,Winner,2019,700,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội"
3384,  Sonic 2019 zin biển số thành phố chính chủ,32.500.000 đ ,Honda,Sonic,2019,18000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3385,  ab 2010 chinh chu 4 so 9 nut,18.000.000 đ ,Honda,Air Blade,2010,30000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh"
3386,  wave A 2014 biển sg máy zin khoẻ- có hỗ trợ góp,11.300.000 đ ,Honda,Wave,2014,30,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
3387,  winner v1 máy zin.bs binh dương,20.000.000 đ ,Honda,Winner,2017,35,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương"
3388,"  wave rsx110fi, chính chủ sử dụng từ đầu, 2019, 98%",9.800.000 đ ,Honda,Wave,2019,8700,Đã sử dụng,100 - 175 cc,Xe số,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3389,  Lead 125 Fi chính chủ nữ sử dụng. 2018,24.800.000 đ ,Honda,Lead,2018,1,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
3390,  zip 217 như mới,16.500.000 đ ,Piaggio,Zip,2017,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Định Công, Quận Hoàng Mai, Hà Nội"
3391,  Vario 125cc 2017,45.500.000 đ ,Honda,Vario,2017,28000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 4, Thành phố Vĩnh Long, Vĩnh Long"
3392,  XE RẤT ĐẸP ! RẤT NGẦU ! RẤT MEN !!!,32.000.000 đ ,RebelUSA,Dòng khác,2011,12345,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 5, Quận 8, Tp Hồ Chí Minh"
3393,  Honda Shi 125 2018,73.000.000 đ ,Honda,SH,2018,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3394,  Honda CD 125 BenLy HQCN sang tên 99 đầu 15 cọp đẹp,145.000.000 đ ,Honda,CD,1999,20,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh"
3395,  Honda Winner V1 hỗ trợ góp không trả trước,24.500.000 đ ,Honda,Winner,2018,22222,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh"
3396,  ❤️Cub50cc. BSTP 9chủ. Xe đẹp. Máy gin cực êm,9.600.000 đ ,Hãng khác,Dòng khác,2015,12345,Đã sử dụng,Dưới 50 cc,Xe số,"Phường 9, Quận 8, Tp Hồ Chí Minh"
3397,  Exiter 150/2016,24.500.000 đ ,Yamaha,Exciter,2016,25000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3398,  Mạnh Hà Motor chào bán Z1 2016 biển tp siêu lướt,248.000.000 đ ,Kawasaki,Z1000,2016,11997,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"
3399,"  Bán xe Vario đời 2020, chính chủ, khóa Smartkey",36.500.000 đ ,Honda,Vario,2020,12000,Đã sử dụng,100 - 175 cc,Tay ga,"213A tân kỳ tân quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh"
3400,  Vario 150 2019 Biển Đẹp Nguyên Zin Chính Chủ,46.500.000 đ ,Honda,Vario,2019,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3401,"  xe vision chính chủ sử dụng, 2021, đi 2500km",28.800.000 đ ,Honda,Vision,2021,2500,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3402,  LEAD 1 CHỦ ÍT ĐI,35.500.000 đ ,Honda,Lead,2020,15000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh"
3403,  Attila 2007,2.800.000 đ ,SYM,Attila,2007,333333,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh"
3404,  Honda Winner 150 Đk 2020 B SỐ TP GIẤY TỜ NGAY NGẮN,17.900.000 đ ,Honda,Winner X,2020,20,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh"
3405,  HONDA AIR BLADE 2015 BSTP CHÍNH CHỦ,22.900.000 đ ,Honda,Air Blade,2015,22000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
3406,  Air Blade 2015 đi 400km mới 99.9% 1 chủ trùm mền,49.800.000 đ ,Honda,Air Blade,2015,600,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3407,  Cần bán wave A đk 2022 bstp chính chủ,19.300.000 đ ,Honda,Wave,2022,3000,Đã sử dụng,100 - 175 cc,Xe số,"Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh"
3408,  Bán xe Classcico zin kiểng,10.300.000 đ ,Yamaha,Mio,2008,999,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3409,  🆘🆘🆘🆘HONDA MOTO CBR 150cc . Đk 2015 - GOP,26.800.000 đ ,Honda,CBR,2015,12345,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh"
3410,  bán xe wave liên doanh up thái đẹp nét. biển 60,5.500.000 đ ,Honda,Wave,2008,10000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương"
3411,  Bán Liberty Fi 2012 bstp siêu dễ thương,11.500.000 đ ,Piaggio,Liberty,2012,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Hẻm 361 Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh"
3412,  sym xe Fi 125 2019,13.500.000 đ ,SYM,Star,2019,999,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Phước, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu"
3413,  Vision đen nhám bản đặc biệt 2018,27.000.000 đ ,Honda,Vision,2018,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bưởi, Quận Tây Hồ, Hà Nội"
3414,  Yamaha Exciter 150 chính chủ,17.000.000 đ ,Yamaha,Exciter,2017,15000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
3415,  XM HoàngNam: Nozza 110 Fi 2014 29V Hàng Đẹp Nắm Ạ,12.800.000 đ ,Yamaha,Nozza,2014,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3416,  AB 2013 nguyên zin. odo chuẩn. máy zin mạnh,21.500.000 đ ,Honda,Air Blade,2013,30,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 14, Quận 6, Tp Hồ Chí Minh"
3417,  ab 2011,9.800 đ ,Honda,Air Blade,2011,55000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh"
3418,  Cần bán nhanh Z1000 date 2018 xe đẹp chính chủ bán,295.000.000 đ ,Kawasaki,Z1000,2018,9200,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 6, Quận 6, Tp Hồ Chí Minh"
3419,  sonic như mới,32.000.000 đ ,Honda,Sonic,2020,80000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Mỹ Hòa, Thành phố Long Xuyên, An Giang"
3420,  dream hàn 43F1-11117,17.000.000 đ ,Honda,Dream,2012,111117,Đã sử dụng,50 - 100 cc,Xe số,"98 Đường Đoàn Phú Tứ, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng"
3421,  GRANDE 125 2015 xe zin BSTP CHÍNH CHỦ,23.500.000 đ ,Yamaha,Grande,2015,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh"
3422,  sh shvn 125 cbs 2022 đen bóng bstp 1 chủ bán,78.500.000 đ ,Honda,SH,2022,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
3423,  Dream Thái Zin từng con ốc.,28.000.000 đ ,Honda,Dream,1995,10000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh"
3424,  Ab110,12.800.000 đ ,Honda,Air Blade,2011,32000,Đã sử dụng,100 - 175 cc,Tay ga,"763 Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh"
3425,  Honda Wave Rsx Fi Dọn Full New Biển Đẹp Sảnh 1234,25.500.000 đ ,Honda,Wave,2015,17000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3426,  xe MSX 125cc ngay chut bstphcm,21.500.000 đ ,Honda,MSX 125,2016,18000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh"
3427,  Cần tiền nên bán,15.500.000 đ ,Yamaha,Janus,2017,30000,Đã sử dụng,100 - 175 cc,Tay ga,"Hẻm 563 Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh"
3428,  Cần tiền bán gấp xe fi đầu bò,8.300.000 đ ,Honda,Air Blade,2011,68000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh"
3429,  Honda Vison 2021 chạy đúng 600km,34.500.000 đ ,Honda,Vision,2021,600,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 2, Quận 10, Tp Hồ Chí Minh"
3430,  Honda AB Fi đăng ký 2012 BSTP nguyên zin,13.800.000 đ ,Honda,Air Blade,2012,41000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh"
3431,  SH Ý 2012 150i 2 ĐĨA HSCT,91.000.000 đ ,Honda,SH,2006,123,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3432,  Cần bán xe Nouvo 3 xe đạp máy êm,1.800.000 đ ,Yamaha,Nouvo,2005,300000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường 6, Quận 11, Tp Hồ Chí Minh"
3433,  cần bán xsai 150 -2019 hỗ trợ trả góp,25.800.000 đ ,Yamaha,Exciter,2019,12000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Xã Hồng Thái, Huyện An Dương, Hải Phòng"
3434,  NVX (155) (ABS) BS:65B2:006.07,24.800.000 đ ,Yamaha,Nvx,2017,14000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ"
3435,  Gia đình có chiếc xe Honda Cub học sinh muốn bán,6.700.000 đ ,Honda,Cub,2019,18000,Đã sử dụng,Dưới 50 cc,Xe số,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
3436,  ❤️Winner 2019 Bản Đen Nhám bstp 9chủ hỗ trợ góp,22.900.000 đ ,Honda,Winner,2019,15000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 9, Quận 11, Tp Hồ Chí Minh"
3437,  Yamaha Nvx 155 abs,24.500.000 đ ,Yamaha,Nvx,2019,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3438,  Mio đỏ mới keng giá rẻ,6.500.000 đ ,Yamaha,Mio,2006,123456,Đã sử dụng,100 - 175 cc,Tay ga,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh"
3439,  xe DH nhật bstp chính chủ dọn caphe,16.000.000 đ ,Honda,Cub,2000,15000,Đã sử dụng,100 - 175 cc,Xe số,"Hẻm 1366/9 Quốc Lộ 1A, Phường Thới An, Quận 12, Tp Hồ Chí Minh"
3440,  xe Minsk xanh giấy tờ đầy đủ máy mạnh êm,13.500.000 đ ,Hãng khác,Dòng khác,1999,35000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3441,  🌈💥❇️ SH Mode khoá Smartkey💥BSTP2018❇️CHÍNH CHỦ💥,48.700.000 đ ,Honda,SH,2018,140000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
3442,  Vespa Sprint 2020 xanh Matcha chính chủ bstp,64.500.000 đ ,Piaggio,Sprint,2020,5000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh"
3443,  EXCITER 2018,17.000.000 đ ,Yamaha,Exciter,2018,10000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
3444,  AB 150 Abs 2021 bstp 9chủ xe như mới odo 4000km,47.800.000 đ ,Honda,Air Blade,2021,4000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3445,  wave a 110 mới 99%,14.500.000 đ ,Honda,Wave,2020,1245,Đã sử dụng,100 - 175 cc,Xe số,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
3446,  🥇 AirBlade 125_Bstp_1 Chủ Sử dụng_có Remot Đ.Vị,23.600.000 đ ,Honda,Air Blade,2014,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Tân Bình, Tp Hồ Chí Minh"
3447,  ❤️SH 150 ABS 2020 ODO 6k 9 CHỦ BSTP,96.000.000 đ ,Honda,SH,2020,6,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3448,  SH 150 cbs 2022 bstp 9chủ odo 5000km biển số 8nút,96.800.000 đ ,Honda,SH,2022,5000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3449,  Lx 125ie nâu cafe siêu zin chất lượng,13.500.000 đ ,Piaggio,LX,2011,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bưởi, Quận Tây Hồ, Hà Nội"
3450,  Vespa Sprint 2020 Canbon đèn Led Bstp xe đẹp,64.500.000 đ ,Piaggio,Sprint,2020,7000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh"
3451,  Honda Air Blade 125cc Fi 2013 cam đen Zin100% bstp,21.700.000 đ ,Honda,Air Blade,2013,27000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
3452,  mình cần bán xe wava 110 mời . giá dẻ hon đai lý,19.000.000 đ ,Honda,Wave,2023,999,Mới,100 - 175 cc,Xe số,"Ngõ 61 Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
3453,  Honda Lead giấy tờ đầy đủ Biển thành phố zin êm.,8.900.000 đ ,Honda,Lead,2010,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh"
3454,  ✅PINK✅ Lead 2020 đèn Led bstp 9 chủ🌈Góp FE lãi 0%🌈,31.900.000 đ ,Honda,Lead,2020,1,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh"
3455,  honda sh 125abs nguyên rin toàn tập đẹp keng,70.500.000 đ ,Honda,SH,2018,123,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
3456,  Bán Ducati Monster 821 2015,168.000.000 đ ,Ducati,Monster,2015,24000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 16, Quận 8, Tp Hồ Chí Minh"
3457,  cần bán xsai 135 cuối 2014,13.900.000 đ ,Yamaha,Exciter,2014,20000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Xã Hồng Thái, Huyện An Dương, Hải Phòng"
3458,  vario 125,29.999.999 đ ,Honda,Vario,2022,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 1, Thành phố Mỹ Tho, Tiền Giang"
3459,  XeMayNamThi Exciter150 Limited xanh nhám 29Y,22.000.000 đ ,Yamaha,Exciter,2017,18000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"
3460,  Yamaha Exciter 150 máy zin chất bstp 9chủ sang tên,23.800.000 đ ,Yamaha,Exciter,2016,12345,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh"
3461,  SH 150 đk 2015 bstp 9chủ xe cọp 10000km bs 9nút.,64.800.000 đ ,Honda,SH,2015,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3462,  ✅ SCOOPY 2022 KHOÁ BẾP GA CÓ TRẢ GÓP LÃI XUẤT THẤP,49.500.000 đ ,Honda,Scoopy,2022,1,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
3463,  sirius rc Fi bánh mâm biển tp có bán hỗ trợ góp,13.800.000 đ ,Yamaha,Sirius,2015,17890,Đã sử dụng,100 - 175 cc,Xe số,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3464,  Yamaha NVX V2 - 155 ABS - Smartkey,49.500.000 đ ,Yamaha,Nvx,2022,10000,Đã sử dụng,100 - 175 cc,Tay ga,"266 phan anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
